Summary,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Rate
"The craft 787 all series is really a fine craft, really less noise, great leg space, seat comfort and IFE.",0.0,0.648,0.352,0.8261,0.0018112544203177094,0.03116135112941265,0.9670274257659912,5
"I flew SQ after almost 4 years, i was very excited. All thins were good i was very happy to see the new refurbished A380.

I found the seating on upper deck was very uncomfortable as the leg rest on your side and not in natural line of your body. This makes it very uncomfortable to sit and enjoy a meal / watch a movie. For sleeping it is fine, but not for sitting with legs extended.

Food / Service / Crew/ Punctuality all other aspects 5/5",0.065,0.819,0.116,0.5179,0.2163923680782318,0.298267662525177,0.4853399395942688,3
"I was looking to earn 1,800 elite miles to qualify for Silver status (status doesn't mean that much to me, but it gets you further up the waitlist when redeeming miles for flights, which I do care about). I contacted their customer reps prior to booking on a partner flight since I don't live in Asia and was told I would earn elite miles on this partner airline. After I flew, I saw regular miles accrue, but nothing credited to my elite miles balance. I contacted their customer service, who told me they would fix this but it would take 2 weeks. I contacted them after those 2 weeks and was told they would address it, but they would need at least 4 weeks. It's been about a month so I followed up and am now being told I won't be able to get those miles credited. 

I'm so incredibly angry about the fact that I booked a flight to earn this nominal amount of miles--and had confirmed I'd earn elite miles with them--only to be told I was given misinformation by them THREE times--and that they won't resolve this for me. I've flown with them quite a lot this past year and have an insane amount of frequent flier miles with them and am shocked at how poorly they're handling this.",0.103,0.877,0.019,-0.9556,0.8589145541191101,0.126528799533844,0.014556699432432652,1
"I had originally booked on an A380 which offers their FULL business class product, and was downgraded to a REGIONAL A350 product which is usually used for their shorter (2-4 hour ish) routes. This is not acceptable for an 8 hour flight. What annoys me most is that I wasn't even told about it and thus wasn't even offered the chance to rebook. The cabin crew were great, but I didn't get what they paid for - after countless emails and escalations, I still can't find anyone who cares.",0.038,0.871,0.091,0.6877,0.9191141724586487,0.07052841037511826,0.010357373394072056,1
"I have a lot of experience flying in different airlines in business class. I rate Singapore airline as a weak 3.
Bad seats in the business class, they do not fold out enough, it is difficult to stretch your legs, you fly crooked the whole flight. Business class, ticket costs $5,000!
Very small selection of food, portions are small, the food is so-so.
Special complaint about the organization of the flight. Departure from New York at 10 am. At 1 in the afternoon they turned off the lights on the whole plane and the whole flight we were in the dark the whole flight, and this is 18 hours! I didn't pay for business class ticket to fly in the dark during the day! This is unnatural.
Singapore Airlines - never again!",0.091,0.88,0.03,-0.8509,0.9295004606246948,0.062280744314193726,0.008218728005886078,3
"Paid for extended leg room seats which cost me an extra £300. This didn’t cover our connecting flight from Phuket to Singapore. 

Outbound from Heathrow, both flights were excellent and the staff were friendly and attentive. Food was very good, tasty, and a decent temperature. 

Return, the experience was abysmal. 

Our initial flight was changed to their budget carrier - so zero leg room and a diabolical meal. Plus my beer was charged at something like £7 for a tiny tin. 

Take off was delayed, the plane heated up on the runway, it was a relief to get off quickly as we were placed in the third row. 

Singapore airport is amazingly expensive at over £50 for a couple of G&Ts. 

The final leg: food was bland, one meal stone cold, staff seemed absent and they insisted on making it difficult to have more than a couple of drinks - my plan for crashing out and getting some sleep. 

Outbound 10/10
Return 3/10",0.037,0.87,0.093,0.8883,0.4830060601234436,0.32584717869758606,0.19114670157432556,3
"We are very complimentary about the service we received from booking our flights AKL-SIN-BNE. We required assistance regarding our booking and following an email asking for help, we had all our questions answered and received the best service ever from an airline. Travelling economy can make long haul travel very trying, but we were lucky to be seated in the forward section (at a small extra cost). The toilets were clean throughout the 10 hour flight (arriving  45 mins early).We skipped the first meal, due to having already eaten but our nearby neighbours appeared to enjoy their meals. Service from the cabin crew was prompt throughout the flight. The second meal was tasty and despite being virtually the last to receive our meals we both got our first choices. The best thing about Singapore airlines and arriving at Changi Airport is the superior speed of the baggage arriving at the carousel. We were through immigration, thanks to the speedier online Electronic Visitor Pass, and customs, and in a taxi heading to our hotel 35kms away and checked in before our flight was due to arrive - what a great welcome to Singapore after a long haul flight!",0.0,0.81,0.19,0.9925,0.004491387866437435,0.034837353974580765,0.9606712460517883,5
"These people are liars, false advertisers, and couldn’t care less about their customers. 
My wife and I flew with Singapore Airlines for our Honeymoon. 1 week in Thailand and 1 week in Bali. We paid for business class for our flight to Thailand. The day before our flight, the airline informed us that our connecting flight (Singapore to Bangkok) had been cancelled. I called customer service immediately and they told me that they do not offer business class flights from Singapore to Bangkok and that I would need to use a different airline. I told them that this is absolutely unacceptable and after speaking with 3 different supervisors, the flight that they told me was cancelled/doesn’t exist, all of a sudden It’s not cancelled and It does exist and my wife and I were able to take that exact flight.
Fast forward to the end of our Honeymoon…we receive an email from Singapore Airlines asking us if we’d like to upgrade our flights home to Business Class as well. We carefully reviewed the email to ensure that both my wife and I would have both the flight from Bali to Singapore and the flight from Singapore back to the USA would be upgraded. Only after we PAID for the upgrade did Singapore Airlines inform us that they are only upgrading the 2 hour flight from Bali to Singapore, not the 19 hour flight from Singapore to Newark. We immediately contacted customer service yet again but we were told that there was no supervisor available and that we would receive a call back first thing in the morning. After NOT receiving a call back, my wife called YET AGAIN and after speaking with 4 different people over the course of 3 hours, we finally got a supervisor on the phone who informed us that he had corrected the error and that we would receive our business class boarding passes at the airport when we check into our flights. This was an outright lie!!!! We arrived at the airport and found out that we would not be flying business class for our 19 hour flight. After deciding that we don’t have the energy to fight this anymore, we checked into our flight and made our way to the premier lounge. Once arriving at the lounge my name was called on the intercom twice within 10 minutes to report to the customer service counter. Both times I went to the counter, they were trying to cancel my flight reservations altogether. 
Honestly the stress they caused on this trip was absolutely unacceptable and we will never be flying with this airline again.",0.065,0.902,0.034,-0.9413,0.8395103216171265,0.1446371227502823,0.0158525463193655,1
"Singapore airlines single handily made our honeymoon an absolute nightmare. 
We were heading to Thailand and Bali for our 2 week honeymoon. THE DAY OF our flight out to Thailand, they cancelled our connecting flight from Singapore to Bangkok (after we had upgraded our flights from premium economy to Business) and we spent THREE HOURS on the phone until they were able to finally fix it and find us a connecting flight (which they told us didn’t exist, but magically it appeared after fighting with the customer service rep). 

Then, on our returning flight, we had received an email about upgrading our flight again to business class and the email clearly specified that we would be upgrading both legs of our flight. After paying to upgrade, only one leg of our flight was upgraded. Mind you, it was the 2 hour flight and not the 18hr flight back to NY. Upon realizing only one leg was upgraded, we immediately called customer service to have the issue fixed. Because it was late at night, the woman on the phone promised me she would have a supervisor contact me the next day. After not receiving a call back, I called back and spent another 2 hours on the phone and after talking to FOUR people was told that they would be able to fix the issue at the ticket counter once we checked in for our boarding pass. 

Not only was that not true, but then I had to speak with multiple people at the counter as well as call customer service back AGAIN only to be told they could do nothing and the “matter would be escalated”. 

Not only do they false advertise, but they outright lie to customers just to get them off the phone and their customer service could care less about their actual clients. 
We will NEVER be flying with Singapore airlines again and will be filing a report with the better business bureau as well as consumer affairs. Terrible business practice.",0.034,0.907,0.058,0.8538,0.8807584047317505,0.1060601994395256,0.013181486167013645,1
"Check in and lounge

We were flying from LHR to SIN, in business, check in was such a breeze, queueless, no waiting time. The lounge was outstanding, extremely comfy seats and great service in the lounge as well as power outlets and charging spots.

Boarding and ontime service

Boarding was also pretty much queueless, the cabin crew greeted us warmly and showed us to our seats and when the safety video commenced, we were just leaving the gate, but the only thing that disappointed me was that our flight took off 40 mins late than scheduled but landed before the estimated time of arrival.
Probably because air traffic control was pretty busy at that time.

The flight

Crew were extremely kind, serving us food and drink every now and then we were hangry and wanting to eat or thirsty for drinks. They also have an unbelievably large in-flight entertainment selection, they were endless! Seat was also amazing, super comfy and very easy to sleep on if you are having and overnight flight out of SIN or LHR. Toilets are also very clean and regularly get disinfected, in which I believed greatly in, as I had also flown this airline back in October.

Arrival

Upon arrival, we were all well rested and didn't want to leave the plane, the cabin crew said goodbye to us kindly and generously, and got our bags, straight as we came through passport control.

Overall, an unforgettable experience with an airline like this, would highly recommend if anyone is looking for a way to get to Singapore or anywhere else.",0.05,0.737,0.213,0.9943,0.02122681215405464,0.09086772799491882,0.887905478477478,5
"Upgraded from premium economy to business class (1st time ever). My partner and I loved it from beginning to the end. The food was amazing and the cabin crew were unbelievably friendly and welcoming. We usually fly premium and always enjoy that experience,  but this was definitely a step up with the lovely spacious seats. Will definitely go business class again....need to start saving",0.0,0.696,0.304,0.9705,0.0015172685962170362,0.005885069724172354,0.9925976991653442,5
"Again we are amazed what this airline is doing - after many,many flights with SGX both for business and private we had to fight to get seats not separated between parents and 10 and 12 yo kids - in the end they “managed” to get seats without 10 and 12yo not sitting by themselves after us telling them that we will
make them sign a waiver that we will not be able to be responsible as guardians for what happens to our kids or what they will be doing. All because they want $$$ to get you to pay for seat allocation. Sad to see what has become of a once grand airline.",0.06,0.858,0.082,0.4019,0.7689931988716125,0.20590996742248535,0.02509678713977337,2
"Experience was awful!  The economy seats are the epitome of a bad ticktock video since they recline so far back you get trapped in your seat by the people in front of you.  And then the video screen is at your nose.

Ask for a beverage? Don’t bother they never bring it.

The planes are huge but have the same number of restrooms as smaller planes.  So that may be why they avoid bring passengers beverages.

Worst experience ever!!!!!  Never flying again.",0.191,0.775,0.033,-0.94,0.9642075896263123,0.03147140145301819,0.004321074578911066,1
Extremely poor wheelchair service for disabled elderly mother who travelled with this airline recently.,0.207,0.793,0.0,-0.5256,0.9459576606750488,0.050492048263549805,0.0035502079408615828,1
"My flight on Singapore Airlines was the best!  18 hours in a comfortable business class seat with full reclining seat.  I slept so well and I usually do not.  The food was so tasty and we were able to order ahead.  The flight crew was friendly and helpful.  
I just can't say enough about this flight.  I had just flown to South Africa on a long flight and this was so much better- no comparison.",0.029,0.737,0.234,0.9535,0.004065151792019606,0.008914721198379993,0.9870201349258423,5
"Good day,
                    No Improvement.
                   The food was worst than ever.
                   Dosed up on many pain killers, as seats are at a discomfort. My Back has not recovered, never ever again on the worst airline. I have tried emailing but to no avail. They are hiding from criticism. May I suggest fly with their opposition.
                   Norman Russell",0.332,0.61,0.057,-0.9509,0.9221115112304688,0.06838800013065338,0.009500491432845592,1
"Poor , very  POOR.
How the HELL do Singapore airlines receive the NO 1 Accolade in airlines. I sat in aile 59 , and rexpereiced BACK PAIN,  that I have never expereinced before. i reported to the Air Host, Male . who was not interested, and spoke to the Air Hostess , Lady, who took down my particulars. I requested a better fitting seat, but was rebuffed. That alone was only the start, the food was AWFUL.. Sorry singapore airlines, you are POOR.
Fly at your PERIL.
Kind regards,
Norman Russell",0.272,0.665,0.063,-0.9619,0.9383366107940674,0.05421284958720207,0.007450515404343605,1
"Bought a return ticket using my Alaska airlines miles award.manila to lax. Pretty fair  deal using miles 47000 miles .Thats where the deal Stopped!!!I I then made two payments to Singapore airlines  that totaled $200 to lock in seats for the return flights.Manila to Shanghai then Shanghai to lax . I paid for extra legroom seats and was awarded them ( I just had both knees recently replaced so great!Well the second  seat from Shanghai to lax vanished from my resevation!!?After three weeks of contacting representatives of Singapore airlines I was basically forced to pay $350  for the seat from Shanghai to lax again!!!!!The Alaska awards manger l contacted told me ...""don't argue with Singapore airlines about till you get home because  Singapore airlines has been known to ...bump ...people using award miles who challenge this scam and there wasn't much Alaska airlines could do.Once I get safely back to I will show the Alaska airlines credit representative the double charges and hope they credit me back the extortion free Singapore airlines hit me with.Oh I've been advised to  report them to the  US Dept of Tranportation about this also . I hear that it almost always help to straighten out these scams.",0.066,0.773,0.162,0.9615,0.4188949465751648,0.4437507688999176,0.1373542994260788,2
The worst customer service i have ever dealt with. Zero knowledge of their own policies. I had to bring up their own bylaws and quotes from the small fine prints of their website in order to arrange a change in flights. Still they are doing everything in their power to ensure my flight stays the same and they are threatening to remove my return flight. Never book with this airline. I will be avoiding them for the rest of my life. Every other Asian airline I have flown with has never given me even close to this mu h grief. AVOID at all costs!,0.146,0.814,0.039,-0.9173,0.9594888091087341,0.03660379722714424,0.003907481208443642,1
"This was probably one of worst experiences of a commercial airline. I heard and read such good reviews I was looking forward to flying with them. A 13 1/2 hour flight, a daytime flight, no sooner we had taken off, they wanted the window shutters down and dimmed the lights- remember that this was a daytime flight. They wanted everyone to sleep so they wouldn’t have to give any service. We asked for a bottle of water, none available just given half a plastic glass of water out of the tank. Food was awful and no snacks offered. We had to keep asking for water or juice to try to keep dehydrated. Only went to use the bathroom once……. Floor soaking wet, toilet not flushing fully and sink blocked (half full of water). Getting off the flight we both had bagging headaches and had to buy water to rehydrate. I have contacted Singapore airlines for them to comment but it’s been 11 days and nothing. Please avoid them as it is apparent that their service has been compromised",0.067,0.909,0.024,-0.6801,0.9243096113204956,0.06649059057235718,0.009199761785566807,1
"Singapore Airline  airlines remains ahead with Service, safety and technology for passengers.  I would love and recommend to fly Singapore Air in future.",0.0,0.667,0.333,0.8591,0.0016439538449048996,0.028892897069454193,0.9694631695747375,5
"The Singapore girl is as much as a wonder as a delight. Before I am excused of sexism, there were male FA,s in service as well. you can say that they are representative of the country as a whole - warm, hospitable, excellence in efficiency and execution and yes culturally some what sterile. Our journey began in the utter chaos and dysfunction of Bangalore, India's 5th metro city, and South Asia's Si Valley and supposedly the Indian metro with the highest median income. Since the SQ flight from KIA left at 11 pm or so, we were airport bound, a distance of ~ 40 km during evening peak hour. To avoid inner city traffic jams our driver took us through the ""back alleys"" to get as close as he could to the highway north of BNC area. Oh well! Check in was super smooth. A SQ baggage handler at check in moved our 4 bags from the trolleys to the conveyor belt and refused a thank you money. The international dep lounge used by most airline at KIA is a nice space but can do better. Hopefully the new T2 where all phoren flights will A/D may have a nicer version. The lounge food was OK, the gin tonic seemed too dilute etc and not sure if the lounge has a shower facility. Great staff and clean otherwise. Boarding for us was thru a common mid cabin gate as our seats were closer to the end of the section and occurred along with the Y passengers. The A350-900 J module was of the older variety and was not as plush as on the SIN-LAX sector. since the cabin crew had come in from SIN and were also doing the return leg, a bit of fatigue showed on their faces, entirely understandable. we departed on time with a flying time of approx 3.5 hrs. Food (somewhat aflatoon) by Sanjeev Kapoor was ok but could have been better? The best was the simple rice with thin sliced shallots and chilgoze. The Chianti was superb as per my sources. Arrival at Changi was a breeze. Now this is where the effortless efficiency of this city-state shows. Since we had an e passport and had completed the required form online, exit from immigration was contactless and took <1 minute thru 2 barrriers. We were at luggage claim well before our bags that showed up 10 mins later. getting a taxi was efffortless and the ride to the other end of the island was smooth. In the early morning brain fog, the chaos of India/Bengaluru, and Twighlight hours, all i could utter ""yeh kahaan aggaye hum yun hi saath chalte chalte"" (yeah my Rekha darling was with me). we arrived at our location with NO issues, drivers use the GPS from point A to B, and there is NO tipping culture for services anywhere in the Lion City. After our 4 day stay we returned to Changi T3 to board the LAX flight. You need to tell the taxi driver your class of service as entry gates are different for J/Y etc. Check in was smooth. contactless scan your PP, and you can headd to duty free or lounge/gate etc. The dedicated SQ lounge in our terminal is supposedly not as nice as others (must be older) but worked for us - all we needed was a safe secluded space to wait until boarding. Lounge food is nothing to write home about, the men's room had NO smell of piss, pee or phenyl, no buzzing insects,and were super clean (NO pubic hair littering the urinals). Our gate was a good 10 minute walk from the lounge. Security was at the gate it self, boarding was hassle free and the J cabin was superb on our A350-900. Clear differences in the business module were evident on the two sectors we flew.  The cabin staff, service  was warm and unobtrusive. if you are seated the cabin crew at times bent down to your eye level, who does that? In my 44 years of flying across continents the most recent such warmth was shown only by SWISS on the Zurich-DEL sector in an otherwise lack luster J hard product. The SQ J hard product had many storage bins, a reading light, a few indirect lights (in case you dont wish to use the overhead one) and the food served was the best i have had in any J cabin (my J experience is only 5 years, before that it was always Y). I am glad i had preordered a vegetarian meal - the onboard menu had no vegetarian option (quite unlike EU airlines that seem to include at least a pasta option). The IFE is OK, nothing like EK.  dont have too a high a hope on the amenity kit, tooth paste/brushes and razor/gel pouch were available in the toilets. Again rekha darling lovd herr on board red vino selection. Arrival at LAX was a no brainer, had to wait a bit longer than expected for bags, exit of Immigration with a US PP and global entry was a breeze. given my tepid experience on the BLR-SIN leg the prestigious NA sector ULHs were in a different league. Towards the end of the 14 hr 15 min nonstop, I did thank the cabin crew and the service manager for the warm and excellent SQ service. I also realised that in J, the crew is super busy preparing and serving a 3 course meal. Overall these ULH flights are a challenge for the flight crew. My salaams to them. Give it a try and check it out for yourself someday (SQ ULHs). Enroute we flew over the Midway atoll, well known in WW2 naval lore, with a clear view of the lagoon and runway from 37K feet.",0.06,0.781,0.159,0.9989,0.05597633495926857,0.31832459568977356,0.6256990432739258,5
"I flew a mix of business class,  economy and premium econony from Dublin - London with aer lingus,   London to Sydney with Singapore Airlines,  but all on the one ticket.
No delays,  great cabin crew,  flights on time.  Excellent food served in all classes. Good leg room and entertainment. 
Only disappointing issue,  on the return night flight between Singapore and London,  the bathroom sink became blocked and stayed that way all through the flight.  There appeared to be only 2 toilets available for  both premium economy and economy section nearby.",0.091,0.738,0.171,0.8885,0.2932867109775543,0.37176525592803955,0.33494800329208374,4
"Everything was good with this flight, the efficiency of boarding, the assistance from cabin crew, legroom, seat comfort, entertainment, meals service and quality, just outstanding. Amazing the difference between two flight sectors.",0.0,0.584,0.416,0.9552,0.003761369502171874,0.021057337522506714,0.9751812815666199,5
"Second last row, seats 64A & 64B, Boeing 737 aircraft, drop down TV screens, another showing of Lego World, cramped and uncomfortable for the duration of the flight although. Seats would have been ok for smaller size passengers. At least, on this occasion we were allocated adjoining seats. Food service was a shocker, disorganised  and with the vlast three rows Port side being served after the captain had announced that the cabin should be prepared for landing. We thought that SQ726, Singapore to Phuket was poor, this flight was decidedly worse. The one positive, it was a safe flight.",0.116,0.788,0.096,-0.2944,0.5499231219291687,0.34334424138069153,0.10673263669013977,3
"I used to be ambivalent about Singapore airlines but after flying Asiana business class, I now realise how good  Singapore airlines is. On SQ they take care of you. on Asiana, even on business class, they merely provide you with transport between 2 places other than that they don’t care about you (and I was in a group with elderly, 1 of whom can’t walk. No attempt to assist in anyway, despite us having requested a wheelchair in advance)",0.034,0.802,0.164,0.8979,0.05907561630010605,0.20996803045272827,0.7309563755989075,5
"Had a terrible experience with Singapore airlines and want to share what happened to me as a warning. 

In Short:  Booked 2 roundtrip Biz class tickets to Bali (heading to Wakatobi).  Cost was >$14K.  Got a call yesterday saying my return was canceled and they booked me on a flight with a 2-day layover in Singapore then sent me an email.  I found a much better flight and called the airline to ask to change and was told the only way I could change is to pay an additional $6000 because they gave me a replacement to my canceled flight, and this is their policy.

I will NEVER book on Singapore again and just want to give a heads up to their ridiculous policy.    Basically their policy is they can give you a flight with a year long layover and then charge you to change it!    I called the airline twice and also contacted them with a complaint and got nowhere.

Gonna make lemonade and plan some things to do in Singapore so it will be fun, but definitely not good service from the airline.",0.063,0.871,0.066,0.1111,0.8477426767349243,0.1273874193429947,0.024869894608855247,1
"All good and the only drawback for SQ compare to other airlines is, SQ flight attendants seem to avoid cleaning of toilet. Less frequent and less thorough for sure compare to other major airlines.",0.058,0.813,0.129,0.4091,0.5240778923034668,0.3795204758644104,0.09640167653560638,3
"the experience starts at check in ..  no queues at business class.  After clearing security we head to the business class lounge where we find a great selection of food and drink which is all included in the service ...nothing more to pay ..
On this trip we used two planes and the first one was bigger and newer ...I could rattle on for ages but suffice to say everything was exceptional especially the food",0.038,0.907,0.055,0.3206,0.005121359135955572,0.03911960497498512,0.9557589888572693,5
"My seat was No 1 but time come for me to put in my ‘order’ for a bowl of noodles for my dinner, I was informed they were out. Being first class I find that totally unacceptable and though I’ve emailed them twice since July 2022, nobody has bothered to reply me. Their system have acknowledged receiving my email but no further actions. I’ve recently flown business from Sydney to Athens on Qatar airways n I highly recommend them. Excellent service!! Much better than 1st class on SIA!!",0.117,0.743,0.14,0.6557,0.24087247252464294,0.2665061354637146,0.49262136220932007,1
"12 months on and there’s still only one flight from Manchester , can’t believe it!!  And this is twice the price as Heathrow withe a choice of 4 flights.  Wow I’ve talked to other people in the north who also find it a big Chor to travel 2/300 miles to get the flight they want    Come on staff WAKE UP CALL !!",0.0,0.899,0.101,0.7405,0.4309101104736328,0.37611767649650574,0.19297219812870026,1
"When you first walk on, even though plane is a little older, still looks impressive.  Very spacious business class seating, plenty of storage and can lay flat, although slightly odd layout of bed and a little hard.

Staff fantastic, very helpful and friendly.  But food was awful, at least what we had for breakfast was almost inedible except obvious things like bread and pastries.  Not sure I’d use them again unless it was the long haul and got a good price.",0.097,0.734,0.169,0.7715,0.24257469177246094,0.28024551272392273,0.47717979550361633,4
"This was a real reduction in class from our earlier flight on SQ216; an aged Boeing 737 with drop down TV screens. Annoyed to discover that we had been allocated seats 53C & 53J, not adjacent as expected. So sorry, computer selection. Sorry didn't cut it with us as it was the 5th occasion that the computer had failed to allocate adjacent seating on Singapore/Phuket/Singapore legs of flights with SIA, this was the 7th occasion that we had flown either leg.  Luckily for us an obliging passenger switched seats. Cabin crew were friendly but disorganised when distributing the meals. Shame that the same high standards are not maintained across all routes.",0.103,0.849,0.048,-0.664,0.5396594405174255,0.3495810329914093,0.11075951904058456,3
"Easy check in on line and headed to airport and to the airline counter for assistance with baggage. Helpful staff and we were soon wending our way up to departures. Efficient and quick boarding  process, happy with our seating in 45D&E both comfortable and adequate legroom. Friendly and engaging cabin crew, great service, enjoyable tasty meal and good choice of movies and music selections. Efficient disembarkation at Changi T3 and we were soon headed to T2 and our next leg of the trip.",0.0,0.665,0.335,0.9869,0.0018933434039354324,0.053493764251470566,0.9446128606796265,5
"This flight was the first of a two-legged itinenary from Singapore to Brussels (via Milan Malpensa), and left Changi Aiport close to midnight.  Concerned with a slightly tight connection (time-wise) in Milan, I had opted to pay a little extra for a seat in the forward zone of the economy section.  And I lucked out as no one occupyied the seat next to me in the final row of the section.  With that extra space to stretch out during the flight, I managed to get a better-than-expected stretch of rest as the flight travelled through the night.  The service of the staff was very good - engaging without being unncessarily obstrusive when passengers preferred to sleep.  Supper and breakfast were fine, although I have to admit that portions seem to have become smaller recently with the disappearance of an appetiser and fruits, respectively.  And the loss of hot towels being handed out before meals is also rather disappointing (perhaps COVID has something to do with it).  Overall, a rather comfortable flight.",0.052,0.846,0.103,0.839,0.06385784596204758,0.22258169949054718,0.7135604619979858,4
"On Sunday 5 Feb at 630pm my partner Dominic and I went to check into our flights home at the Singapore Airlines check in at Heathrow Airport. We had booked through Singapore Airlines from Canberra, Australia to London return, all flights booked through Singapore Airlines as per booking reference 560NMJ. Our flights were London to Singapore and Singapore to Brisbane via Singapore Airlines, then Brisbane to Canberra, Virgin Airlines but booked by Singapore Airlines. When checking in the lady at the Singapore Airlines check in advised nothing showed up regarding our flight from Brisbane to Canberra. She told us to go to the Singapore Airlines ticket counter so we left check in and went there. 

Once arriving at the Singapore Airlines ticket counter I explained we had booked all our flights through Singapore Airlines, and that our original flight from Brisbane to Canberra (1245pm on 7 Feb) had been cancelled and we were sent an email regarding this and had accepted the changed flight departing 5pm from Brisbane, which would then mean 6 hours at Brisbane airport instead of 2 hours. First the women at the Singapore Airlines ticket counter advised they couldn't see our connecting flight from Brisbane. Then told us we had never been booked on the 5pm Virgin flight and that it was Virigin's fault because it was their flight. I had to explain to the women that it had all been booked by Singapore Airlines. Then they told us many conflicting things at once, including that the 5pm had been cancelled, then that it wasn't cancelled but the flight was full and we would have to get on the next flight at 8pm, then they said we were still on the 5pm flight, then again that we weren't on any and we would have to get the 8pm flight from Brisbane. Then they told me that what happened was we were on a 1245pm flight but that got cancelled and we were put on the 5pm one, I said to them I told you that in the first minute of talking to you. Then they brought another representative over (I think his name was Sebastian), he told us that the 5pm flight was full and they couldn't ask people to get off the flight just to put us on it and all they could do was put us on the 8pm flight. By this stage I was in tears as we already had a 13 hour flight to Singapore, 6 hours layover in Singapore, 8 hours to Brisbane, 6 hours to Brisbane then 2 hours to Canberra, and now we were being told we were going to be waiting 9 hours at Brisbane. While I was crying one of the women starting laughing/rolling her eyes/scoffing and saying how I just didn't understand, despite the fact it was me trying to explain to her Singapore Airlines had booked all our flights so it was their responsibility. They told us when we got to Singapore we could go find the Virgin counter and try ourselves to get on the 5pm flight as there was nothing they could do. Sebastian said the request for us to be put on the 5pm flight had gone through after we accepted the change but it was never confirmed. I asked why it was never confirmed and finally they had to admit it was ""a technical or human error"" by Singapore Airlines. Only then did they try again to get us on the 5pm flight while still saying we would have to get the 8pm flight. I asked how we would be compensated for Singapore Airlines not confirming the 5pm flight and therefore us having to wait 9 hours at a domestic airport, Sebastian said there was nothing I could do but ""write an email"". After much pushing back, they managed to get us on the 5pm flight and when we finally got to Brisbane and boarded it, the flight (VA1224/SQ6440) was no where near full, there was maybe 1/4 of the plane empty, despite the Singapore Airlines representatives insisting to us it was fully booked and we would have to get on the 8pm one. This was all extra upsetting as when we booked the flights we were only ever meant to stay at Brisbane for 2 hours and be on a 1245pm flight back to Canberra after already having to wait 6 hours at Singapore, I understand it's not Singapore Airlines fault the 1245pm flight got cancelled but we would never have booked that specific trip if we knew an additional 6 hours at Brisbane (let alone 9 hours) was going to occur. It was mentally and physically draining to have two 6+ hour layovers on the way home as the two long flights are already a lot to deal with, but before we even started the journey I had already been mentally drained and brought to tears by Singapore Airlines staff.

We should not have had to experience any of this, our connecting flight to Canberra should have been in the system as soon as we initially went to check in. Not only was it not in the system but we had to face the 3 Singapore Airline reps at Heathrow Airport, convince them it was Singapore Airlines responsibility as we had booked through them and then plead with them to get us on the connecting flight despite it being their responsibility, all while being laughed at and scoffed at while in tears. The push back we got from staff was shocking, how they made out like I was confused and didn't understand, how they tried to blame it all on Virgin and how they wanted us as the customers to sort it out ourselves with Virgin before I finally helped them to understand it was Singapore Airline's responsibility. It took about an hour standing at the ticket counter to get this sorted when it should never have been an issue in the first place. 

I have always spoken so highly of Singapore Airlines but never in my entire time travelling have I experienced such horrible treatment, and such a lack of empathy from airline staff. 

I wrote to them to submit a complaint about and received no reply, it’s been almost two months and multiple follow up emails and still no response or acknowledgment.

Disgusting airline and will never fly with them again.",0.076,0.906,0.018,-0.9959,0.4869348704814911,0.4613041281700134,0.05176100879907608,1
"I flew using all classes,   business from London to Singapore, economy from Singapore to Sydney and premium economy on return journey. 
Great communication about all flights,  excellent service from check in desks, airport lounges and cabin crew.  
It is worth paying a little more for peace of mind and a terrific service",0.0,0.73,0.27,0.9461,0.005402135197073221,0.05875391885638237,0.9358440041542053,5
"I had an extremely disappointing experience with Singapore Airlines.
My holiday plans changed and i needed to make some changes to the dates and times of the flights, but this appeared to be impossible to complete.
On 2 or 3 separate occasions i called the Singapore Airlines telephone helpline and talked to operators in the Philippines. On each of these occasions i spent 2 to 3 hours trying to undertake and confirm some simple changes to my flights. On each occasion the operators were not able to process and confirm the requested changes.

I also (on numerous occasions) emailed Singapore Airlines with the details of the required changes and the details of the telephones conversations.

From all of my attempts to communicate with Singapore Airlines i did not receive a single communication or confirmation in response. Incredibly there was no audit trail or evidence of any of my conversations with them.

I checked my itinerary through the Singapore Airlines website about 3 weeks before i was due to leave to find that my return flight to NZ had been completely cancelled. I then decided to cancel the flights, but was incredulous when i found that i would have to pay the flight cancellation fee - this despite the debacle that had occurred up to this point. 

In the end i had to purchase a last minute, expensive flight with an alternative airline - which was a very simple and straightforward process.

In summary, i spent and wasted significant amounts of time dealing with Singapore Airlines, had to pay a cancellation fee and incurred significant additional cost as a result of Singapore Airlines ineptitude. I have flown with Singapore Airlines previously and have found their aircraft and services to be good, but i am disgusted with how i have been treated on this occasion. On this basis i would recommend other airlines (such as Emirates) in preference to Singapore Airlines.",0.077,0.88,0.043,-0.873,0.8833321332931519,0.10361458361148834,0.013053283095359802,1
